room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
8196287,37758551,Entire home/apt,,Santa Maria Maior,5,4.5,4.0,1.0,93.0,2.0,38.710743,-9.134268,2016-03-20 16:42:39.634455
8414984,1116037,Entire home/apt,,Santa Maria Maior,5,4.5,2.0,0.0,35.0,,38.712845,-9.13603,2016-03-20 23:19:20.083784
8143328,26796114,Entire home/apt,,Santa Maria Maior,25,5.0,,2.0,70.0,2.0,38.713868,-9.134117,2016-03-20 21:53:18.089801
6858459,16271297,Entire home/apt,,Santa Maria Maior,42,4.5,,1.0,57.0,2.0,38.712924,-9.134875,2016-03-20 16:48:44.676503
4203561,21808331,Entire home/apt,,Santa Maria Maior,25,4.5,4.0,1.0,49.0,2.0,38.713227,-9.134978,2016-03-20 22:27:10.261834
6908162,3674919,Entire home/apt,,Santa Maria Maior,5,5.0,4.0,1.0,81.0,2.0,38.712621,-9.135434,2016-03-20 23:30:18.129244
1177672,6443329,Entire home/apt,,Santa Maria Maior,2,4.5,2.0,1.0,42.0,4.0,38.713632,-9.136462,2016-03-20 21:28:31.899073
11691848,61050708,Entire home/apt,,Santa Maria Maior,0,,4.0,1.0,93.0,1.0,38.714186,-9.13604,2016-03-20 20:30:29.606325
11691870,61050708,Entire home/apt,,Santa Maria Maior,0,,4.0,1.0,93.0,1.0,38.715194,-9.13504,2016-03-20 20:02:30.308562
8360944,14316843,Entire home/apt,,Santa Maria Maior,19,4.0,2.0,1.0,47.0,1.0,38.714621,-9.136816,2016-03-20 21:02:22.873176
5694312,29141044,Entire home/apt,,Santa Maria Maior,41,4.5,,3.0,116.0,2.0,38.714286,-9.13506,2016-03-20 18:43:26.535518
4632039,5471155,Entire home/apt,,Santa Maria Maior,6,4.5,,3.0,70.0,4.0,38.712429,-9.133963,2016-03-20 19:10:26.009707
5753778,29848800,Entire home/apt,,Santa Maria Maior,30,4.5,3.0,0.0,38.0,3.0,38.713492,-9.13496,2016-03-20 20:08:16.916544
9602544,2220551,Entire home/apt,,Santa Maria Maior,1,4.0,4.0,2.0,75.0,1.0,38.712813,-9.135388,2016-03-20 17:17:49.845480
8235940,2773320,Entire home/apt,,Santa Maria Maior,17,5.0,5.0,3.0,34.0,2.0,38.714815,-9.135767,2016-03-20 16:42:44.445081
8424692,1116037,Entire home/apt,,Santa Maria Maior,4,5.0,2.0,0.0,40.0,,38.714174,-9.134777,2016-03-20 15:56:41.724105
7885990,24627664,Entire home/apt,,Santa Maria Maior,8,4.5,4.0,1.0,29.0,2.0,38.714387,-9.136639,2016-03-20 23:40:45.207280
9253640,1245433,Entire home/apt,,Santa Maria Maior,1,4.0,3.0,1.0,53.0,3.0,38.715041,-9.135844,2016-03-20 20:09:20.190131
10760355,43122479,Entire home/apt,,Santa Maria Maior,0,,4.0,1.0,47.0,1.0,38.714174,-9.136046,2016-03-20 17:04:53.172322
10132804,43122479,Entire home/apt,,Santa Maria Maior,4,4.5,,2.0,49.0,2.0,38.712179,-9.135749,2016-03-20 17:15:26.997899
11559446,61050708,Entire home/apt,,Santa Maria Maior,0,,4.0,2.0,88.0,1.0,38.715364,-9.136291,2016-03-20 18:27:26.141263
9977632,51269858,Entire home/apt,,Santa Maria Maior,1,5.0,2.0,0.0,45.0,3.0,38.714392,-9.136387,2016-03-20 19:37:02.467043
9775204,7547027,Entire home/apt,,Santa Maria Maior,3,3.5,5.0,3.0,93.0,2.0,38.714167,-9.134968,2016-03-20 16:43:31.662910
9678318,46219242,Entire home/apt,,Santa Maria Maior,0,,4.0,1.0,35.0,2.0,38.712855,-9.135177,2016-03-20 22:02:35.931138
10714693,46370216,Entire home/apt,,Santa Maria Maior,0,,2.0,1.0,40.0,1.0,38.714515,-9.137107,2016-03-20 22:07:42.156984
7691042,40392127,Entire home/apt,,Santa Maria Maior,3,4.5,,2.0,87.0,2.0,38.71422,-9.136644,2016-03-20 20:50:58.908955
5758990,2395266,Entire home/apt,,Santa Maria Maior,40,4.5,4.0,1.0,53.0,2.0,38.714908,-9.135417,2016-03-20 18:14:47.022810
7886243,24627664,Entire home/apt,,Santa Maria Maior,5,4.5,4.0,1.0,29.0,2.0,38.715677,-9.136549,2016-03-20 15:23:20.636105
597325,317313,Entire home/apt,,Santa Maria Maior,9,4.5,4.0,1.0,75.0,3.0,38.71312,-9.134129,2016-03-20 21:00:13.987044
7346082,5104227,Entire home/apt,,Santa Maria Maior,35,5.0,4.0,2.0,93.0,3.0,38.714501,-9.13636,2016-03-20 20:16:32.818110
6754234,2333633,Entire home/apt,,Santa Maria Maior,30,4.5,4.0,1.0,57.0,2.0,38.713326,-9.136717,2016-03-20 22:20:22.674504
6940817,25973593,Entire home/apt,,Santa Maria Maior,0,,2.0,0.0,93.0,3.0,38.717491,-9.134729,2016-03-20 18:41:57.509994
7341325,38460117,Entire home/apt,,Santa Maria Maior,2,5.0,,2.0,139.0,1.0,38.71458,-9.138562,2016-03-20 21:59:08.423727
7343417,38460117,Entire home/apt,,Santa Maria Maior,0,,4.0,1.0,128.0,1.0,38.714324,-9.140504,2016-03-20 20:14:32.339077
9553379,7610653,Entire home/apt,,Santa Maria Maior,6,4.5,5.0,2.0,88.0,,38.714736,-9.138575,2016-03-20 22:21:07.566541
10675979,18158170,Entire home/apt,,Santa Maria Maior,0,,,3.0,163.0,4.0,38.718122,-9.135769,2016-03-20 15:50:34.548065
10183555,51077552,Entire home/apt,,Misericórdia,1,4.0,3.0,1.0,34.0,1.0,38.712925,-9.150639,2016-03-20 22:50:32.590064
7961243,16856992,Entire home/apt,,Campo de Ourique,3,4.5,2.0,1.0,103.0,2.0,38.715113,-9.154588,2016-03-20 20:01:28.356295
9383222,1756107,Entire home/apt,,Misericórdia,0,,4.0,1.0,98.0,3.0,38.71443,-9.151821,2016-03-20 22:55:19.796748
6852204,14243081,Entire home/apt,,Misericórdia,12,4.5,5.0,3.0,81.0,3.0,38.714807,-9.153182,2016-03-20 15:09:59.013253
11388429,34773648,Entire home/apt,,Misericórdia,0,,4.0,2.0,70.0,1.0,38.712113,-9.152443,2016-03-20 16:26:58.820039
11872563,33062645,Entire home/apt,,Santo António,0,,5.0,3.0,58.0,3.0,38.717061,-9.153086,2016-03-20 16:25:53.045995
11161042,3083466,Entire home/apt,,Santo António,0,,4.0,1.0,58.0,2.0,38.715838,-9.151708,2016-03-20 16:59:29.717501
3923144,19455234,Entire home/apt,,Santo António,8,4.0,3.0,,39.0,3.0,38.716619,-9.154096,2016-03-20 17:13:07.470907
11214965,3897446,Entire home/apt,,Misericórdia,0,,4.0,2.0,90.0,,38.714686,-9.151061,2016-03-20 17:35:30.673821
11709236,8721139,Entire home/apt,,Misericórdia,0,,4.0,1.0,87.0,2.0,38.712802,-9.152143,2016-03-20 22:56:46.428074
10381556,53439456,Entire home/apt,,Misericórdia,0,,2.0,0.0,40.0,1.0,38.71509,-9.15411,2016-03-20 22:31:36.430430
9524341,8911887,Entire home/apt,,Santo António,1,5.0,4.0,1.0,79.0,,38.7169,-9.150723,2016-03-20 15:09:51.115207
5943175,1756107,Entire home/apt,,Misericórdia,9,5.0,5.0,3.0,105.0,2.0,38.712827,-9.149201,2016-03-21 00:10:58.038276
8915176,21980829,Entire home/apt,,Estrela,32,5.0,,4.0,102.0,,38.713701,-9.154074,2016-03-20 21:34:13.094180
7360312,181902,Entire home/apt,,Misericórdia,9,4.5,,4.0,138.0,1.0,38.714079,-9.153132,2016-03-20 18:31:09.662424
6878871,29690085,Entire home/apt,,Misericórdia,0,,4.0,1.0,80.0,2.0,38.715768,-9.148039,2016-03-20 19:15:32.528699
10995775,35420045,Entire home/apt,,Misericórdia,0,,5.0,3.0,139.0,3.0,38.71158,-9.152971,2016-03-20 22:09:22.001704
7689592,32120628,Entire home/apt,,Santo António,0,,,3.0,185.0,2.0,38.716175,-9.150321,2016-03-20 16:46:42.676771
11056658,1756107,Entire home/apt,,Misericórdia,0,,3.0,1.0,69.0,2.0,38.715308,-9.154252,2016-03-20 23:02:33.148710
7259609,9741071,Entire home/apt,,Misericórdia,1,5.0,,3.0,192.0,3.0,38.713746,-9.149601,2016-03-20 15:31:28.602269
7708018,2665117,Entire home/apt,,Misericórdia,2,4.5,2.0,1.0,64.0,2.0,38.713645,-9.148183,2016-03-20 16:44:22.590953
5692093,9626267,Entire home/apt,,Estrela,2,4.5,4.0,2.0,105.0,6.0,38.712187,-9.153139,2016-03-20 20:11:31.625886
7048266,36528156,Entire home/apt,,Misericórdia,2,4.5,4.0,1.0,88.0,3.0,38.715652,-9.153101,2016-03-20 18:33:18.040240
162349,776014,Entire home/apt,,Santo António,0,,2.0,1.0,93.0,2.0,38.715949,-9.153973,2016-03-20 15:30:53.838582
4340166,1992514,Entire home/apt,,Misericórdia,3,5.0,3.0,1.0,87.0,3.0,38.713952,-9.15103,2016-03-20 20:33:28.736779
6704388,2068065,Entire home/apt,,Misericórdia,0,,,2.0,83.0,3.0,38.715509,-9.15149,2016-03-20 18:05:50.323755
1947268,798869,Entire home/apt,,Misericórdia,14,4.0,,3.0,99.0,,38.714843,-9.149043,2016-03-20 22:42:52.535325
11027513,20084038,Entire home/apt,,Estrela,0,,3.0,1.0,61.0,1.0,38.714841,-9.154167,2016-03-20 19:49:20.332677
6185833,32084665,Entire home/apt,,Misericórdia,2,3.0,4.0,2.0,69.0,3.0,38.714384,-9.151168,2016-03-20 18:44:22.568698
8594752,3953109,Entire home/apt,,Misericórdia,0,,4.0,1.0,67.0,3.0,38.716147,-9.152967,2016-03-20 22:20:19.276521
7993731,42195490,Entire home/apt,,Misericórdia,0,,3.0,2.0,87.0,1.0,38.716081,-9.147799,2016-03-20 19:04:25.630179
10027434,3897446,Entire home/apt,,Misericórdia,0,,4.0,0.0,70.0,,38.714627,-9.151522,2016-03-20 16:14:26.467484
5776375,3897446,Entire home/apt,,Misericórdia,0,,4.0,1.0,95.0,1.0,38.712931,-9.150929,2016-03-20 22:10:01.154950
7049864,798869,Entire home/apt,,Misericórdia,1,4.0,4.0,1.0,70.0,3.0,38.714622,-9.150376,2016-03-20 19:00:06.790045
10116728,31265397,Entire home/apt,,Misericórdia,2,4.5,4.0,1.0,64.0,2.0,38.714408,-9.15261,2016-03-20 21:17:04.049108
10064347,3897446,Entire home/apt,,Misericórdia,0,,4.0,1.0,89.0,1.0,38.714316,-9.152286,2016-03-20 18:52:36.167212
5903747,6319121,Entire home/apt,,Misericórdia,1,4.0,,2.0,71.0,2.0,38.711843,-9.152275,2016-03-20 18:25:42.707068
10245118,688914,Entire home/apt,,Misericórdia,0,,2.0,0.0,48.0,2.0,38.713239,-9.151481,2016-03-20 19:01:44.712146
10468186,15262798,Entire home/apt,,Misericórdia,1,5.0,,2.0,93.0,2.0,38.713346,-9.150903,2016-03-20 23:54:03.098605
8065287,3953109,Entire home/apt,,Misericórdia,0,,,2.0,161.0,3.0,38.711018,-9.14963,2016-03-20 18:30:11.243056
6193785,32120628,Entire home/apt,,Misericórdia,1,5.0,,3.0,209.0,2.0,38.714477,-9.151968,2016-03-20 19:04:37.150248
6420260,8911887,Entire home/apt,,Misericórdia,13,4.0,4.0,2.0,91.0,,38.714906,-9.151539,2016-03-20 20:24:22.642744
6650971,2068065,Entire home/apt,,Misericórdia,3,4.0,4.0,1.0,60.0,3.0,38.715406,-9.152906,2016-03-20 23:02:10.058778
9111122,6319121,Entire home/apt,,Misericórdia,4,4.5,,2.0,75.0,2.0,38.71305,-9.151383,2016-03-20 19:53:58.644804
4292916,3897446,Entire home/apt,,Misericórdia,0,,5.0,2.0,104.0,1.0,38.715027,-9.15284,2016-03-20 21:34:26.638198
6627444,26429968,Entire home/apt,,Misericórdia,32,5.0,5.0,3.0,116.0,,38.712265,-9.151954,2016-03-20 15:47:24.816074
5734917,29738732,Entire home/apt,,Misericórdia,3,4.5,4.0,2.0,37.0,2.0,38.713047,-9.150843,2016-03-20 17:05:06.852898
11816838,62935806,Entire home/apt,,Estrela,0,,3.0,1.0,64.0,1.0,38.714533,-9.153963,2016-03-20 23:24:55.705716
9836673,8031057,Entire home/apt,,Misericórdia,4,5.0,4.0,2.0,64.0,2.0,38.714656,-9.152041,2016-03-21 00:14:21.971033
9789978,50438512,Entire home/apt,,Misericórdia,1,5.0,4.0,2.0,116.0,,38.715817,-9.148815,2016-03-20 20:35:36.657011
5781197,5847348,Entire home/apt,,Misericórdia,5,4.0,4.0,1.0,93.0,3.0,38.714891,-9.151507,2016-03-20 19:33:26.715716
11511407,55797374,Entire home/apt,,Misericórdia,0,,5.0,2.0,99.0,4.0,38.71507,-9.151354,2016-03-21 00:20:47.702039
11655674,19905749,Entire home/apt,,Misericórdia,0,,4.0,2.0,88.0,2.0,38.716119,-9.149093,2016-03-20 23:50:20.122399
11153408,602686,Entire home/apt,,Misericórdia,0,,4.0,1.0,93.0,2.0,38.715193,-9.153613,2016-03-20 22:20:58.172826
9723220,50185035,Entire home/apt,,Misericórdia,0,,4.0,1.0,80.0,1.0,38.715412,-9.152222,2016-03-21 00:05:24.325995
11432310,3083466,Entire home/apt,,Misericórdia,0,,4.0,2.0,58.0,2.0,38.713871,-9.15189,2016-03-20 23:53:23.098534
8225206,6715627,Entire home/apt,,Misericórdia,8,4.5,2.0,0.0,75.0,3.0,38.715004,-9.151089,2016-03-20 16:03:54.429706
10606931,42404085,Entire home/apt,,Misericórdia,1,5.0,2.0,1.0,41.0,2.0,38.715472,-9.153373,2016-03-20 21:46:16.271743
10953775,56807328,Entire home/apt,,Misericórdia,0,,4.0,1.0,69.0,,38.713603,-9.152864,2016-03-20 21:04:11.807693
11413162,42690456,Entire home/apt,,Misericórdia,0,,,3.0,290.0,3.0,38.712564,-9.148386,2016-03-20 22:13:03.855122
7744583,798869,Entire home/apt,,Misericórdia,10,4.0,4.0,1.0,74.0,3.0,38.712885,-9.150224,2016-03-20 17:21:25.878608
7814416,482784,Entire home/apt,,Misericórdia,5,5.0,5.0,2.0,81.0,2.0,38.715403,-9.153124,2016-03-20 20:40:34.737080
7049723,36964011,Entire home/apt,,Estrela,10,4.5,4.0,1.0,81.0,2.0,38.712886,-9.15306,2016-03-20 23:25:02.540275
8747852,45885310,Entire home/apt,,Santo António,1,4.0,2.0,0.0,39.0,2.0,38.716732,-9.154266,2016-03-20 18:34:50.131685
9583127,1811208,Entire home/apt,,Santo António,0,,3.0,2.0,53.0,1.0,38.71606,-9.15124,2016-03-20 17:58:20.909520
6815852,688914,Entire home/apt,,Misericórdia,2,4.5,4.0,2.0,78.0,2.0,38.715907,-9.152238,2016-03-20 22:50:22.240695
11903785,59334408,Entire home/apt,,Misericórdia,0,,4.0,1.0,69.0,1.0,38.714312,-9.151447,2016-03-20 22:19:12.436393
9458764,391315,Entire home/apt,,Misericórdia,1,4.0,3.0,1.0,99.0,3.0,38.713023,-9.150889,2016-03-20 14:54:12.337029
7682974,5274559,Entire home/apt,,Misericórdia,7,5.0,5.0,2.0,46.0,2.0,38.712282,-9.15254,2016-03-20 20:25:14.111387
11195810,3083466,Entire home/apt,,Misericórdia,1,5.0,,2.0,70.0,2.0,38.715523,-9.151779,2016-03-20 15:48:55.208051
10590135,54637388,Entire home/apt,,Misericórdia,3,5.0,4.0,1.0,45.0,3.0,38.715873,-9.152184,2016-03-20 16:53:22.171486
5952783,25153166,Entire home/apt,,Misericórdia,15,5.0,5.0,2.0,75.0,3.0,38.712531,-9.151822,2016-03-20 16:09:17.624342
11489917,49717065,Entire home/apt,,Misericórdia,0,,,3.0,57.0,2.0,38.714886,-9.151086,2016-03-20 16:28:19.936066
11678189,62024187,Entire home/apt,,Misericórdia,0,,4.0,2.0,59.0,1.0,38.71488,-9.149718,2016-03-21 00:27:26.949197
11755856,62546165,Entire home/apt,,Misericórdia,0,,4.0,2.0,174.0,1.0,38.712205,-9.151813,2016-03-20 15:44:31.781204
6715958,19845455,Entire home/apt,,Estrela,24,4.0,2.0,1.0,45.0,2.0,38.712517,-9.153244,2016-03-20 23:27:46.017616
7363463,11093680,Entire home/apt,,Misericórdia,10,4.5,4.0,2.0,93.0,3.0,38.715924,-9.152304,2016-03-20 19:25:59.032315
428021,798869,Entire home/apt,,Misericórdia,11,4.0,4.0,1.0,64.0,,38.715318,-9.149323,2016-03-21 00:21:00.498073
8048882,39358782,Entire home/apt,,Santo António,0,,4.0,1.0,58.0,3.0,38.715715,-9.150835,2016-03-20 20:56:44.212628
7705697,31509699,Entire home/apt,,Santo António,10,4.5,4.0,1.0,48.0,2.0,38.716888,-9.148415,2016-03-20 14:58:49.631328
7354480,15384084,Entire home/apt,,Misericórdia,27,5.0,4.0,1.0,58.0,3.0,38.712625,-9.152338,2016-03-20 23:33:03.963703
7478376,6946752,Entire home/apt,,Misericórdia,34,5.0,4.0,1.0,81.0,3.0,38.712858,-9.149159,2016-03-20 17:28:58.647561
10189070,8046399,Entire home/apt,,Santo António,3,4.5,5.0,1.0,45.0,2.0,38.716227,-9.15065,2016-03-20 19:27:29.653146
9852480,5083070,Entire home/apt,,Misericórdia,1,3.0,4.0,2.0,99.0,3.0,38.715303,-9.150548,2016-03-20 23:32:43.515632
9728573,50185035,Entire home/apt,,Misericórdia,3,3.5,,4.0,105.0,2.0,38.713757,-9.150708,2016-03-20 17:01:01.527110
10826570,20868708,Entire home/apt,,Estrela,0,,2.0,1.0,41.0,3.0,38.714365,-9.154107,2016-03-20 20:10:17.826208
5897010,30627298,Entire home/apt,,Misericórdia,27,5.0,5.0,2.0,108.0,3.0,38.713717,-9.150305,2016-03-20 17:41:10.708439
11603904,60484494,Entire home/apt,,Misericórdia,0,,4.0,1.0,52.0,,38.710871,-9.148138,2016-03-20 17:22:09.022492
6740360,34827624,Entire home/apt,,Misericórdia,6,4.0,4.0,2.0,88.0,3.0,38.715215,-9.149231,2016-03-20 15:46:55.551463
8016507,23352504,Entire home/apt,,Misericórdia,15,4.5,4.0,2.0,47.0,2.0,38.714528,-9.149333,2016-03-20 18:06:39.974592
11551903,615634,Entire home/apt,,Misericórdia,0,,2.0,1.0,64.0,3.0,38.713585,-9.151857,2016-03-20 21:59:36.498934
8575625,1889737,Entire home/apt,,Misericórdia,2,4.5,4.0,1.0,46.0,2.0,38.71183,-9.152051,2016-03-20 22:45:24.972114
8593761,4107973,Entire home/apt,,Misericórdia,4,5.0,3.0,1.0,42.0,2.0,38.71467,-9.15264,2016-03-20 19:05:24.056639
8924005,20179403,Entire home/apt,,Santo António,16,5.0,4.0,1.0,69.0,2.0,38.715573,-9.151045,2016-03-20 22:08:43.146608
11032594,57253909,Entire home/apt,,Misericórdia,1,4.0,2.0,1.0,46.0,2.0,38.714863,-9.148303,2016-03-20 22:58:00.068215
8394872,44182393,Entire home/apt,,Misericórdia,4,5.0,3.0,1.0,70.0,3.0,38.715588,-9.152043,2016-03-20 22:56:23.313796
9606762,3753184,Entire home/apt,,Estrela,12,4.5,2.0,1.0,48.0,,38.714278,-9.153641,2016-03-20 20:41:16.176454
6347423,33062645,Entire home/apt,,Misericórdia,45,4.5,4.0,2.0,46.0,3.0,38.716205,-9.152489,2016-03-20 22:57:51.605531
9905445,25982299,Entire home/apt,,Santo António,2,5.0,2.0,1.0,105.0,3.0,38.716729,-9.151139,2016-03-20 17:10:20.943823
9575686,1811208,Entire home/apt,,Misericórdia,0,,3.0,1.0,64.0,1.0,38.71398,-9.152603,2016-03-20 16:30:16.639139
11780424,39535830,Entire home/apt,,Misericórdia,0,,2.0,1.0,53.0,1.0,38.713159,-9.151466,2016-03-20 18:07:13.933215
11093185,57604491,Entire home/apt,,Santo António,0,,4.0,2.0,110.0,3.0,38.717082,-9.150546,2016-03-20 20:42:41.404691
9650673,49890964,Entire home/apt,,Misericórdia,0,,3.0,1.0,53.0,2.0,38.715905,-9.148554,2016-03-20 17:56:54.003530
5881496,3654081,Entire home/apt,,Misericórdia,28,4.5,2.0,1.0,70.0,3.0,38.715365,-9.151917,2016-03-20 20:24:27.904862
8992474,43033886,Entire home/apt,,Santo António,17,4.5,5.0,1.0,57.0,2.0,38.715792,-9.151216,2016-03-20 15:00:28.891398
5585116,3753184,Entire home/apt,,Misericórdia,56,4.5,2.0,1.0,48.0,,38.715652,-9.152264,2016-03-20 16:42:50.528452
5979661,3032478,Entire home/apt,,Misericórdia,45,4.5,3.0,2.0,58.0,3.0,38.714535,-9.150747,2016-03-20 22:10:43.108276
10512636,54201747,Entire home/apt,,Misericórdia,1,5.0,,3.0,93.0,2.0,38.714632,-9.151155,2016-03-20 20:42:22.649529
7386999,38697157,Entire home/apt,,Misericórdia,39,4.0,2.0,1.0,36.0,1.0,38.712647,-9.151071,2016-03-20 23:54:46.459962
6122929,14920105,Entire home/apt,,Misericórdia,23,4.5,4.0,1.0,48.0,3.0,38.713903,-9.151716,2016-03-20 19:21:26.740734
8044338,42479445,Entire home/apt,,Misericórdia,5,5.0,4.0,1.0,70.0,3.0,38.713853,-9.150943,2016-03-20 18:42:04.394828
4898796,25213666,Entire home/apt,,Misericórdia,11,5.0,2.0,1.0,46.0,2.0,38.715058,-9.150094,2016-03-20 22:55:22.351421
7510950,128128,Entire home/apt,,Misericórdia,14,5.0,2.0,1.0,85.0,4.0,38.714311,-9.151116,2016-03-20 16:00:21.272388
11505278,26944307,Entire home/apt,,Misericórdia,0,,3.0,1.0,34.0,4.0,38.712963,-9.150016,2016-03-20 23:40:35.112263
7050726,36528156,Entire home/apt,,Misericórdia,8,5.0,4.0,2.0,110.0,4.0,38.714101,-9.151457,2016-03-20 15:01:30.517493
9573206,7319425,Entire home/apt,,Misericórdia,15,4.5,3.0,1.0,40.0,2.0,38.711337,-9.152876,2016-03-20 19:30:57.860551
10505653,5852192,Entire home/apt,,Misericórdia,1,5.0,2.0,1.0,39.0,,38.711523,-9.149509,2016-03-20 16:51:12.418980
5977519,31030294,Entire home/apt,,Marvila,0,,,3.0,70.0,3.0,38.752729,-9.110418,2016-03-20 18:28:14.613619
7240017,11539522,Entire home/apt,,Marvila,0,,3.0,1.0,58.0,1.0,38.741216,-9.104712,2016-03-20 22:52:44.464428
6283986,20658669,Entire home/apt,,Marvila,0,,4.0,4.0,99.0,3.0,38.739615,-9.104733,2016-03-20 16:06:29.357334
11015185,57117277,Entire home/apt,,Marvila,0,,4.0,1.0,139.0,1.0,38.738523,-9.103484,2016-03-20 23:15:47.597211
10474381,53979776,Entire home/apt,,Marvila,0,,1.0,,24.0,1.0,38.751006,-9.108897,2016-03-21 00:24:54.134160
9729928,38307092,Entire home/apt,,Marvila,8,5.0,4.0,2.0,37.0,1.0,38.746413,-9.103317,2016-03-20 16:53:02.533413
7354420,14524710,Entire home/apt,,Marvila,6,4.5,4.0,1.0,57.0,3.0,38.744811,-9.099984,2016-03-21 00:17:30.756134
10430404,53723847,Entire home/apt,,Marvila,1,5.0,4.0,2.0,54.0,3.0,38.750421,-9.103885,2016-03-20 15:04:47.974918
11135694,5074065,Entire home/apt,,Marvila,0,,4.0,2.0,64.0,7.0,38.747073,-9.102355,2016-03-20 17:40:13.835536
10672528,55128461,Entire home/apt,,Marvila,3,5.0,2.0,1.0,40.0,2.0,38.745198,-9.112566,2016-03-20 22:39:55.740642
9154068,12158510,Entire home/apt,,Marvila,5,5.0,3.0,1.0,40.0,3.0,38.73898,-9.10437,2016-03-20 17:08:45.190138
11256137,6093480,Entire home/apt,,Lumiar,0,,4.0,1.0,53.0,2.0,38.773114,-9.150833,2016-03-20 23:53:10.484560
11437722,60101888,Entire home/apt,,Lumiar,0,,,2.0,139.0,3.0,38.76529,-9.159324,2016-03-20 16:18:02.008323
5748852,8911887,Entire home/apt,,Lumiar,3,4.5,4.0,2.0,94.0,,38.765218,-9.151878,2016-03-20 22:50:07.551614
6930024,36329224,Entire home/apt,,Lumiar,6,4.5,,2.0,68.0,2.0,38.777097,-9.150926,2016-03-20 16:13:38.900118
1137868,6236025,Entire home/apt,,Lumiar,4,5.0,4.0,1.0,69.0,3.0,38.770993,-9.156275,2016-03-20 18:01:33.467234
9530558,26648245,Entire home/apt,,Lumiar,0,,4.0,2.0,80.0,2.0,38.766774,-9.152953,2016-03-20 19:14:39.056950
6465126,22533467,Entire home/apt,,Lumiar,3,5.0,,6.0,407.0,5.0,38.768778,-9.168015,2016-03-20 17:45:47.367071
6116227,20893300,Entire home/apt,,Lumiar,1,5.0,,1.0,70.0,4.0,38.774233,-9.163436,2016-03-20 17:28:18.272171
6659937,34807534,Entire home/apt,,Lumiar,1,5.0,,2.0,139.0,2.0,38.763837,-9.155065,2016-03-20 22:53:37.070910
9600887,45439933,Entire home/apt,,Lumiar,0,,,3.0,174.0,1.0,38.759547,-9.165369,2016-03-20 18:58:08.874752
6794466,35565292,Entire home/apt,,Lumiar,1,5.0,,2.0,99.0,6.0,38.763677,-9.157726,2016-03-20 15:48:45.335158
8026283,16741161,Entire home/apt,,Lumiar,4,5.0,5.0,1.0,81.0,3.0,38.761803,-9.174717,2016-03-20 18:24:25.002259
6130771,20893300,Entire home/apt,,Lumiar,0,,4.0,1.0,70.0,4.0,38.774424,-9.161904,2016-03-20 18:51:03.935849
10887443,56418405,Entire home/apt,,Lumiar,0,,,3.0,116.0,2.0,38.764977,-9.153786,2016-03-20 19:34:35.827613
11367087,58369702,Entire home/apt,,Lumiar,0,,4.0,1.0,40.0,2.0,38.774476,-9.159759,2016-03-20 21:15:53.178907
7347482,37322284,Entire home/apt,,Lumiar,1,4.0,,3.0,80.0,4.0,38.767497,-9.158974,2016-03-20 15:52:32.562512
9972670,47985145,Entire home/apt,,Lumiar,0,,4.0,1.0,35.0,1.0,38.77723,-9.161926,2016-03-20 16:14:02.311974
7512575,12659469,Entire home/apt,,Lumiar,2,4.0,,2.0,66.0,1.0,38.771381,-9.160764,2016-03-20 22:42:25.893444
10239685,52627997,Entire home/apt,,Lumiar,0,,4.0,2.0,75.0,3.0,38.765606,-9.159374,2016-03-20 17:42:10.991141
5767481,29922166,Entire home/apt,,Lumiar,1,5.0,4.0,2.0,75.0,7.0,38.7631,-9.154538,2016-03-20 19:14:59.537814
9030548,47138013,Entire home/apt,,Lumiar,0,,,3.0,929.0,7.0,38.759925,-9.176299,2016-03-20 17:55:29.876965
8216205,43326716,Entire home/apt,,Lumiar,0,,4.0,2.0,87.0,1.0,38.76794,-9.155323,2016-03-20 22:54:39.129390
7710724,40505764,Entire home/apt,,Lumiar,0,,4.0,2.0,63.0,10.0,38.763593,-9.154137,2016-03-20 18:43:14.563923
11123312,7384465,Entire home/apt,,Lumiar,0,,,3.0,209.0,3.0,38.770722,-9.178741,2016-03-20 21:03:50.966250
7878126,41525830,Entire home/apt,,Lumiar,18,4.5,,2.0,64.0,3.0,38.76746,-9.152549,2016-03-20 17:29:50.379771
7646743,40123316,Entire home/apt,,Lumiar,8,5.0,4.0,1.0,46.0,2.0,38.772072,-9.168697,2016-03-20 20:30:27.711652
7207990,37744715,Entire home/apt,,Lumiar,3,4.5,4.0,1.0,48.0,2.0,38.776216,-9.151769,2016-03-20 20:47:27.176279
9101632,16414948,Entire home/apt,,Lumiar,1,4.0,,3.0,53.0,1.0,38.761399,-9.1693,2016-03-20 18:13:24.656657
11293660,16741161,Entire home/apt,,Lumiar,0,,4.0,1.0,81.0,3.0,38.762001,-9.173925,2016-03-20 21:16:00.661381
9267474,18322387,Entire home/apt,,Lumiar,3,4.0,3.0,2.0,46.0,3.0,38.774838,-9.150361,2016-03-20 22:19:08.550520
8289522,14204351,Entire home/apt,,Lumiar,6,4.0,2.0,1.0,46.0,2.0,38.766441,-9.153042,2016-03-20 15:24:38.378184
6018454,391315,Entire home/apt,,Lumiar,5,5.0,,2.0,93.0,3.0,38.764875,-9.154898,2016-03-20 18:39:44.235467
