is_canceled,lead_time,arrival_date_year
1,20,2015
0,20,2015
1,22,2015
1,93,2015
0,132,2015
0,132,2015
0,132,2015
0,132,2015
0,132,2015
0,132,2015
0,132,2015
0,132,2015
0,132,2015
0,132,2015
0,132,2015
0,132,2015
0,132,2015
0,132,2015
0,132,2015
0,132,2015
0,132,2015
0,132,2015
0,132,2015
0,132,2015
0,132,2015
0,132,2015
0,132,2015
0,132,2015
0,132,2015
0,132,2015
0,110,2015
0,132,2015
0,132,2015
0,132,2015
0,132,2015
0,132,2015
0,132,2015
0,110,2015
0,132,2015
0,132,2015
0,132,2015
0,132,2015
1,96,2015
1,132,2015
1,2,2015
1,132,2015
1,132,2015
1,2,2015
0,132,2015
1,85,2015
0,0,2015
0,0,2015
0,0,2015
0,0,2015
0,0,2015
0,15,2015
0,84,2015
0,0,2015
0,15,2015
0,84,2015
1,98,2015
1,124,2015
1,110,2015
1,110,2015
0,16,2015
0,16,2015
1,110,2015
1,110,2015
1,110,2015
1,110,2015
0,16,2015
0,110,2015
1,110,2015
1,110,2015
1,110,2015
1,110,2015
1,110,2015
1,110,2015
0,16,2015
1,110,2015
1,110,2015
0,110,2015
0,110,2015
1,110,2015
1,110,2015
0,16,2015
0,16,2015
1,110,2015
0,16,2015
0,16,2015
0,110,2015
1,110,2015
0,16,2015
0,16,2015
1,110,2015
1,110,2015
0,19,2015
0,19,2015
0,19,2015
0,19,2015
0,19,2015
0,19,2015
1,19,2015
1,19,2015
1,19,2015
1,19,2015
0,19,2015
0,19,2015
0,19,2015
0,2,2015
0,19,2015
0,16,2015
0,19,2015
0,19,2015
0,19,2015
0,19,2015
1,19,2015
1,19,2015
0,19,2015
1,19,2015
0,19,2015
1,19,2015
1,19,2015
0,19,2015
0,19,2015
1,19,2015
1,19,2015
1,19,2015
1,125,2015
0,0,2015
1,81,2015
0,5,2015
1,87,2015
1,27,2015
0,25,2015
1,25,2015
1,25,2015
0,25,2015
1,27,2015
1,27,2015
0,25,2015
1,25,2015
1,25,2015
1,27,2015
1,27,2015
1,25,2015
0,25,2015
0,25,2015
0,25,2015
0,25,2015
0,25,2015
1,27,2015
1,27,2015
1,89,2015
0,25,2015
0,25,2015
0,25,2015
0,25,2015
0,25,2015
1,27,2015
1,27,2015
1,27,2015
1,27,2015
1,25,2015
1,27,2015
1,27,2015
1,27,2015
1,25,2015
0,25,2015
0,25,2015
0,25,2015
1,25,2015
1,27,2015
0,25,2015
0,25,2015
0,25,2015
1,27,2015
1,27,2015
1,25,2015
1,25,2015
1,27,2015
0,126,2015
0,0,2015
0,0,2015
0,126,2015
1,81,2015
0,114,2015
0,74,2015
0,74,2015
0,0,2015
0,0,2015
0,1,2015
0,0,2015
0,0,2015
0,75,2015
0,69,2015
0,64,2015
0,2,2015
0,0,2015
0,122,2015
0,138,2015
0,122,2015
1,106,2015
0,115,2015
0,102,2015
0,2,2015
0,85,2015
1,115,2015
1,92,2015
0,100,2015
0,0,2015
0,78,2015
0,80,2015
0,80,2015
0,80,2015
1,130,2015
0,0,2015
0,117,2015
0,117,2015
1,117,2015
1,117,2015
1,130,2015
0,117,2015
0,117,2015
1,117,2015
1,117,2015
1,117,2015
1,130,2015
0,117,2015
1,117,2015
1,2,2015
1,117,2015
0,117,2015
1,117,2015
0,117,2015
1,117,2015
1,2,2015
0,117,2015
1,117,2015
1,117,2015
0,117,2015
0,117,2015
1,117,2015
1,117,2015
1,2,2015
0,117,2015
0,117,2015
0,4,2015
0,135,2015
0,94,2015
0,2,2015
0,83,2015
0,0,2015
0,6,2015
0,0,2015
0,6,2015
1,2,2015
1,76,2015
0,84,2015
0,7,2015
1,76,2015
1,28,2015
1,28,2015
1,28,2015
0,28,2015
1,28,2015
0,28,2015
1,28,2015
0,28,2015
1,28,2015
1,28,2015
1,28,2015
0,28,2015
1,28,2015
1,28,2015
1,28,2015
0,28,2015
0,28,2015
1,28,2015
0,28,2015
1,28,2015
1,28,2015
1,28,2015
0,3,2015
0,28,2015
1,28,2015
0,28,2015
0,28,2015
1,28,2015
0,28,2015
1,28,2015
0,111,2015
1,81,2015
1,77,2015
0,28,2015
0,28,2015
0,0,2015
0,0,2015
0,0,2015
1,0,2015
1,0,2015
0,0,2015
1,1,2015
0,1,2015
0,34,2015
1,34,2015
0,34,2015
0,34,2015
1,34,2015
0,0,2015
0,0,2015
0,1,2015
0,1,2015
0,0,2015
1,1,2015
1,1,2015
0,0,2015
0,34,2015
1,34,2015
1,34,2015
1,34,2015
1,34,2015
0,141,2015
1,1,2015
0,0,2015
0,34,2015
1,34,2015
0,34,2015
0,34,2015
1,34,2015
1,34,2015
0,34,2015
0,34,2015
1,34,2015
1,34,2015
1,1,2015
0,1,2015
0,1,2015
1,34,2015
1,34,2015
1,34,2015
1,34,2015
0,119,2015
0,34,2015
0,34,2015
1,34,2015
0,12,2015
0,12,2015
0,12,2015
0,12,2015
0,135,2015
0,12,2015
0,12,2015
1,1,2015
0,12,2015
0,12,2015
0,12,2015
0,12,2015
0,12,2015
0,12,2015
0,12,2015
0,12,2015
0,12,2015
0,7,2015
0,12,2015
0,12,2015
0,0,2015
0,12,2015
0,12,2015
0,12,2015
0,12,2015
0,12,2015
0,7,2015
0,12,2015
0,12,2015
0,135,2015
0,12,2015
0,12,2015
0,12,2015
0,12,2015
0,1,2015
1,1,2015
0,12,2015
0,12,2015
1,33,2015
1,33,2015
0,0,2015
0,0,2015
0,83,2015
0,83,2015
0,34,2015
0,34,2015
1,34,2015
0,34,2015
0,6,2015
0,0,2015
0,0,2015
0,0,2015
0,0,2015
0,0,2015
0,0,2015
0,0,2015
0,0,2015
0,0,2015
0,0,2015
0,0,2015
0,0,2015
0,101,2015
0,0,2015
1,84,2015
0,92,2015
0,92,2015
0,1,2015
0,1,2015
0,0,2015
0,13,2015
0,11,2015
1,0,2015
0,3,2015
0,0,2015
0,36,2015
0,36,2015
1,36,2015
0,13,2015
0,13,2015
0,1,2015
0,36,2015
0,36,2015
0,0,2015
0,36,2015
1,36,2015
1,36,2015
0,1,2015
0,0,2015
0,36,2015
0,0,2015
0,36,2015
0,36,2015
1,36,2015
1,36,2015
1,36,2015
0,36,2015
0,36,2015
1,36,2015
0,36,2015
0,0,2015
0,36,2015
0,1,2015
0,36,2015
1,36,2015
0,36,2015
0,36,2015
0,36,2015
0,36,2015
0,36,2015
0,36,2015
0,36,2015
0,0,2015
0,0,2015
0,36,2015
0,36,2015
1,36,2015
0,1,2015
0,1,2015
0,0,2015
1,112,2015
1,125,2015
0,2,2015
0,141,2015
0,0,2015
1,92,2015
1,92,2015
0,1,2015
0,1,2015
0,0,2015
0,0,2015
0,0,2015
0,0,2015
0,1,2015
0,128,2015
0,0,2015
0,1,2015
0,1,2015
0,128,2015
0,0,2015
1,124,2015
0,124,2015
0,124,2015
1,124,2015
0,30,2015
1,30,2015
0,4,2015
0,124,2015
1,124,2015
0,0,2015
1,1,2015
0,0,2015
0,103,2015
0,1,2015
1,30,2015
0,124,2015
0,30,2015
1,30,2015
0,0,2015
0,4,2015
0,4,2015
0,124,2015
1,124,2015
1,124,2015
1,124,2015
1,124,2015
1,30,2015
0,124,2015
1,124,2015
1,30,2015
0,4,2015
1,30,2015
1,124,2015
1,124,2015
1,30,2015
0,0,2015
1,124,2015
1,124,2015
0,124,2015
1,124,2015
1,124,2015
0,30,2015
0,124,2015
0,124,2015
1,124,2015
1,124,2015
0,16,2015
0,16,2015
1,16,2015
0,16,2015
0,16,2015
0,1,2015
0,16,2015
0,16,2015
0,16,2015
1,16,2015
0,16,2015
0,16,2015
1,16,2015
0,16,2015
0,16,2015
0,16,2015
0,16,2015
0,1,2015
0,16,2015
0,16,2015
0,16,2015
0,16,2015
0,16,2015
0,16,2015
0,16,2015
0,16,2015
0,16,2015
1,16,2015
0,16,2015
0,16,2015
0,16,2015
0,16,2015
1,16,2015
0,0,2015
0,1,2015
0,1,2015
0,1,2015
0,1,2015
0,109,2015
1,107,2015
0,123,2015
0,2,2015
0,2,2015
0,1,2015
0,4,2015
0,0,2015
0,2,2015
0,0,2015
0,2,2015
0,2,2015
0,1,2015
0,0,2015
0,0,2015
0,1,2015
0,0,2015
0,0,2015
1,145,2015
0,142,2015
0,3,2015
0,120,2015
0,87,2015
0,3,2015
0,1,2015
0,0,2015
0,0,2015
0,0,2015
0,0,2015
0,39,2015
0,39,2015
1,39,2015
1,39,2015
0,1,2015
0,0,2015
0,3,2015
0,39,2015
0,39,2015
0,1,2015
0,1,2015
0,1,2015
0,2,2015
0,39,2015
0,39,2015
0,39,2015
0,39,2015
1,2,2015
0,39,2015
0,39,2015
0,2,2015
0,39,2015
0,39,2015
1,39,2015
0,1,2015
0,39,2015
1,39,2015
0,39,2015
0,39,2015
1,39,2015
0,3,2015
1,4,2015
0,1,2015
0,39,2015
0,39,2015
0,39,2015
0,2,2015
0,39,2015
1,39,2015
1,39,2015
0,0,2015
1,1,2015
0,1,2015
0,3,2015
0,39,2015
0,39,2015
0,39,2015
0,0,2015
1,121,2015
0,105,2015
0,3,2015
0,5,2015
0,1,2015
0,0,2015
0,3,2015
0,1,2015
0,3,2015
0,147,2015
0,0,2015
0,1,2015
0,1,2015
0,0,2015
0,0,2015
0,0,2015
0,5,2015
1,5,2015
1,0,2015
0,6,2015
1,0,2015
0,5,2015
0,6,2015
0,5,2015
0,0,2015
0,39,2015
0,39,2015
0,0,2015
0,1,2015
0,140,2015
0,0,2015
0,0,2015
0,1,2015
0,0,2015
0,1,2015
0,0,2015
0,0,2015
0,0,2015
0,0,2015
0,0,2015
0,0,2015
1,1,2015
0,1,2015
1,97,2015
0,2,2015
0,0,2015
0,2,2015
0,0,2015
0,0,2015
0,3,2015
0,0,2015
0,0,2015
0,0,2015
0,2,2015
1,85,2015
0,3,2015
0,1,2015
1,3,2015
0,104,2015
0,1,2015
0,1,2015
1,147,2015
0,0,2015
0,104,2015
0,1,2015
0,0,2015
0,0,2015
0,1,2015
0,1,2015
0,0,2015
0,2,2015
0,4,2015
0,4,2015
1,89,2015
0,1,2015
0,1,2015
0,5,2015
0,0,2015
0,0,2015
0,3,2015
0,0,2015
0,0,2015
0,0,2015
0,0,2015
0,0,2015
0,0,2015
0,107,2015
0,107,2015
0,0,2015
0,0,2015
0,107,2015
0,6,2015
0,107,2015
0,107,2015
0,1,2015
0,5,2015
0,41,2015
0,0,2015
1,0,2015
0,2,2015
0,41,2015
0,41,2015
0,41,2015
0,41,2015
0,41,2015
0,2,2015
0,41,2015
0,41,2015
0,41,2015
1,41,2015
0,41,2015
0,1,2015
0,41,2015
0,41,2015
0,41,2015
0,41,2015
0,41,2015
0,41,2015
0,41,2015
0,41,2015
0,41,2015
0,41,2015
0,123,2015
0,41,2015
0,41,2015
1,4,2015
0,41,2015
1,41,2015
1,41,2015
0,1,2015
0,41,2015
0,41,2015
0,41,2015
1,41,2015
0,0,2015
0,0,2015
0,0,2015
0,2,2015
1,1,2015
1,7,2015
0,6,2015
0,6,2015
0,4,2015
0,1,2015
0,6,2015
0,0,2015
0,0,2015
0,3,2015
0,2,2015
0,0,2015
0,0,2015
0,2,2015
0,0,2015
1,0,2015
0,0,2015
0,0,2015
0,119,2015
0,134,2015
0,150,2015
0,8,2015
0,119,2015
1,5,2015
0,3,2015
0,8,2015
1,0,2015
0,0,2015
0,16,2015
1,87,2015
0,3,2015
0,142,2015
1,8,2015
0,106,2015
1,87,2015
1,87,2015
0,39,2015
0,39,2015
0,39,2015
0,39,2015
0,39,2015
0,39,2015
0,39,2015
1,39,2015
1,39,2015
1,39,2015
1,39,2015
1,39,2015
1,1,2015
1,0,2015
1,0,2015
0,39,2015
1,39,2015
0,39,2015
0,39,2015
1,39,2015
1,39,2015
1,39,2015
1,87,2015
0,39,2015
0,39,2015
0,39,2015
0,39,2015
0,39,2015
0,39,2015
1,39,2015
1,39,2015
1,39,2015
1,39,2015
1,0,2015
1,0,2015
1,0,2015
0,39,2015
1,39,2015
1,39,2015
1,39,2015
1,39,2015
1,0,2015
1,0,2015
1,0,2015
1,0,2015
0,39,2015
0,39,2015
0,39,2015
0,39,2015
1,39,2015
1,39,2015
1,39,2015
0,8,2015
1,0,2015
1,0,2015
0,39,2015
0,39,2015
0,39,2015
0,39,2015
0,39,2015
0,39,2015
0,39,2015
1,39,2015
1,39,2015
1,39,2015
1,39,2015
1,39,2015
1,39,2015
1,0,2015
0,39,2015
0,39,2015
0,39,2015
1,39,2015
1,39,2015
0,39,2015
0,39,2015
0,39,2015
0,39,2015
0,39,2015
0,39,2015
1,39,2015
1,39,2015
1,39,2015
1,39,2015
1,39,2015
1,39,2015
1,39,2015
0,39,2015
0,39,2015
0,39,2015
0,39,2015
0,39,2015
0,39,2015
1,39,2015
1,39,2015
1,39,2015
1,39,2015
1,39,2015
1,0,2015
1,0,2015
1,0,2015
0,39,2015
0,39,2015
0,39,2015
0,39,2015
0,39,2015
1,39,2015
1,39,2015
1,39,2015
1,39,2015
1,39,2015
1,39,2015
1,39,2015
1,0,2015
1,0,2015
1,0,2015
1,0,2015
0,39,2015
0,39,2015
1,39,2015
1,39,2015
1,39,2015
1,39,2015
1,0,2015
1,0,2015
1,0,2015
1,0,2015
1,0,2015
0,39,2015
1,39,2015
1,39,2015
1,39,2015
1,39,2015
1,0,2015
1,0,2015
0,39,2015
0,39,2015
0,39,2015
0,39,2015
0,39,2015
1,39,2015
1,39,2015
0,39,2015
0,39,2015
1,39,2015
1,39,2015
1,39,2015
1,0,2015
1,0,2015
0,88,2015
0,39,2015
0,39,2015
0,39,2015
0,39,2015
0,39,2015
0,39,2015
1,39,2015
1,39,2015
1,39,2015
1,39,2015
1,39,2015
0,39,2015
0,39,2015
0,39,2015
0,39,2015
0,39,2015
1,39,2015
1,39,2015
1,39,2015
1,39,2015
1,39,2015
1,39,2015
1,0,2015
1,0,2015
1,6,2015
1,3,2015
0,4,2015
0,150,2015
0,1,2015
1,6,2015
0,1,2015
0,133,2015
0,119,2015
0,6,2015
0,6,2015
0,6,2015
0,4,2015
0,10,2015
0,4,2015
0,0,2015
0,4,2015
0,4,2015
0,5,2015
0,5,2015
0,16,2015
1,5,2015
0,40,2015
0,40,2015
0,40,2015
0,40,2015
1,40,2015
0,40,2015
0,40,2015
0,40,2015
1,40,2015
1,40,2015
1,5,2015
0,40,2015
0,40,2015
0,2,2015
0,40,2015
1,40,2015
0,145,2015
0,40,2015
0,40,2015
0,40,2015
0,40,2015
0,40,2015
0,40,2015
1,40,2015
1,40,2015
0,40,2015
0,40,2015
1,40,2015
1,40,2015
0,7,2015
0,8,2015
1,93,2015
1,93,2015
0,8,2015
0,40,2015
1,40,2015
1,40,2015
0,40,2015
1,40,2015
0,131,2015
0,131,2015
1,131,2015
1,131,2015
0,5,2015
1,131,2015
1,131,2015
1,131,2015
0,131,2015
1,131,2015
1,2,2015
1,131,2015
0,5,2015
0,5,2015
0,131,2015
0,131,2015
1,131,2015
0,131,2015
1,131,2015
1,131,2015
0,2,2015
0,1,2015
1,11,2015
0,131,2015
0,9,2015
1,131,2015
1,131,2015
1,131,2015
0,0,2015
1,131,2015
1,131,2015
0,5,2015
0,5,2015
1,2,2015
0,11,2015
0,131,2015
0,131,2015
1,131,2015
0,5,2015
0,8,2015
0,12,2015
0,5,2015
1,8,2015
1,6,2015
0,5,2015
0,137,2015
0,3,2015
0,3,2015
0,0,2015
0,1,2015
0,5,2015
0,6,2015
0,3,2015
0,6,2015
1,127,2015
0,1,2015
0,5,2015
0,5,2015
0,6,2015
0,5,2015
1,90,2015
0,6,2015
0,0,2015
0,0,2015
0,0,2015
0,0,2015
0,0,2015
1,0,2015
0,0,2015
0,46,2015
0,46,2015
0,46,2015
0,46,2015
0,46,2015
0,46,2015
1,46,2015
0,46,2015
0,46,2015
0,46,2015
0,46,2015
0,46,2015
0,46,2015
0,46,2015
0,46,2015
0,46,2015
0,46,2015
0,4,2015
0,5,2015
0,46,2015
0,92,2015
0,7,2015
0,4,2015
0,46,2015
0,46,2015
0,46,2015
0,46,2015
0,3,2015
0,2,2015
0,6,2015
0,4,2015
1,6,2015
0,7,2015
1,9,2015
0,112,2015
1,3,2015
1,9,2015
1,3,2015
0,2,2015
0,7,2015
0,46,2015
1,3,2015
0,4,2015
0,4,2015
0,2,2015
0,4,2015
1,3,2015
1,10,2015
0,137,2015
1,3,2015
1,11,2015
0,5,2015
1,3,2015
1,4,2015
0,6,2015
0,5,2015
1,3,2015
0,4,2015
0,4,2015
1,3,2015
0,0,2015
0,46,2015
0,46,2015
0,46,2015
0,46,2015
0,46,2015
0,46,2015
1,46,2015
0,46,2015
0,5,2015
1,1,2015
0,0,2015
1,1,2015
0,0,2015
0,0,2015
0,0,2015
1,1,2015
1,1,2015
0,0,2015
0,0,2015
0,0,2015
1,1,2015
0,0,2015
0,0,2015
1,4,2015
1,1,2015
0,47,2015
0,14,2015
0,12,2015
1,11,2015
1,11,2015
1,11,2015
0,12,2015
0,11,2015
0,7,2015
0,1,2015
0,4,2015
0,15,2015
0,6,2015
1,7,2015
0,7,2015
0,10,2015
0,8,2015
0,10,2015
0,14,2015
0,8,2015
0,4,2015
1,5,2015
1,13,2015
0,3,2015
1,11,2015
0,47,2015
1,13,2015
0,1,2015
0,4,2015
0,6,2015
0,6,2015
0,8,2015
1,104,2015
0,6,2015
0,10,2015
0,6,2015
0,1,2015
1,11,2015
0,12,2015
0,6,2015
0,8,2015
0,9,2015
0,97,2015
1,135,2015
0,6,2015
0,9,2015
0,7,2015
0,7,2015
0,2,2015
0,4,2015
0,1,2015
0,4,2015
0,7,2015
0,0,2015
0,0,2015
0,4,2015
0,9,2015
0,2,2015
0,5,2015
0,7,2015
0,6,2015
0,8,2015
0,9,2015
0,2,2015
0,0,2015
0,0,2015
0,0,2015
0,97,2015
0,0,2015
0,0,2015
0,0,2015
0,5,2015
0,5,2015
0,10,2015
0,0,2015
0,1,2015
0,0,2015
1,118,2015
0,134,2015
0,0,2015
0,1,2015
0,0,2015
0,7,2015
0,10,2015
1,3,2015
0,9,2015
0,10,2015
1,1,2015
1,1,2015
0,1,2015
0,2,2015
0,12,2015
1,13,2015
0,13,2015
0,10,2015
1,7,2015
0,10,2015
0,10,2015
0,6,2015
0,120,2015
0,120,2015
0,0,2015
0,5,2015
0,3,2015
0,0,2015
0,22,2015
0,0,2015
0,22,2015
0,10,2015
0,2,2015
0,2,2015
0,4,2015
0,2,2015
0,4,2015
0,3,2015
0,102,2015
1,107,2015
1,10,2015
0,2,2015
1,0,2015
0,1,2015
1,0,2015
0,3,2015
0,11,2015
0,11,2015
0,10,2015
1,0,2015
0,9,2015
1,0,2015
0,2,2015
0,43,2015
0,2,2015
0,43,2015
0,2,2015
0,43,2015
0,151,2015
0,151,2015
0,9,2015
1,99,2015
0,8,2015
0,14,2015
0,6,2015
0,138,2015
1,138,2015
0,3,2015
1,17,2015
1,44,2015
0,138,2015
1,138,2015
0,138,2015
0,138,2015
0,138,2015
1,138,2015
1,138,2015
0,18,2015
1,117,2015
0,18,2015
0,10,2015
0,12,2015
0,0,2015
0,0,2015
1,113,2015
0,4,2015
1,113,2015
1,5,2015
0,0,2015
0,5,2015
1,3,2015
0,44,2015
1,138,2015
1,138,2015
0,138,2015
1,138,2015
1,44,2015
0,3,2015
0,138,2015
0,138,2015
1,138,2015
1,17,2015
0,44,2015
0,138,2015
1,138,2015
0,1,2015
0,3,2015
1,138,2015
0,138,2015
0,44,2015
0,44,2015
0,138,2015
0,0,2015
1,138,2015
1,138,2015
0,44,2015
0,138,2015
0,138,2015
0,0,2015
1,1,2015
1,11,2015
1,96,2015
0,103,2015
0,6,2015
0,3,2015
0,10,2015
0,0,2015
0,0,2015
1,15,2015
0,3,2015
0,9,2015
0,1,2015
0,4,2015
0,4,2015
0,11,2015
0,12,2015
0,12,2015
0,6,2015
1,4,2015
0,9,2015
0,9,2015
0,4,2015
0,90,2015
0,90,2015
0,0,2015
0,11,2015
0,4,2015
0,53,2015
0,53,2015
1,53,2015
0,53,2015
0,53,2015
0,13,2015
0,53,2015
0,53,2015
0,53,2015
0,53,2015
0,53,2015
0,53,2015
0,53,2015
0,53,2015
0,53,2015
0,53,2015
0,53,2015
0,53,2015
0,53,2015
0,53,2015
0,53,2015
0,53,2015
0,53,2015
1,53,2015
0,53,2015
0,53,2015
0,53,2015
0,53,2015
0,53,2015
1,53,2015
0,53,2015
0,6,2015
0,7,2015
0,13,2015
0,108,2015
0,5,2015
0,14,2015
0,11,2015
0,5,2015
0,10,2015
0,10,2015
0,11,2015
0,11,2015
0,10,2015
0,0,2015
0,50,2015
1,50,2015
0,50,2015
0,50,2015
0,4,2015
0,50,2015
0,50,2015
1,50,2015
0,50,2015
1,50,2015
0,4,2015
0,4,2015
1,50,2015
1,50,2015
0,4,2015
1,50,2015
0,4,2015
0,50,2015
1,50,2015
1,50,2015
0,50,2015
0,50,2015
1,50,2015
0,4,2015
0,50,2015
1,50,2015
1,50,2015
0,50,2015
1,50,2015
0,50,2015
1,50,2015
0,50,2015
0,10,2015
0,4,2015
0,4,2015
0,4,2015
0,4,2015
0,50,2015
0,50,2015
0,5,2015
0,1,2015
0,4,2015
0,0,2015
0,0,2015
0,0,2015
0,0,2015
0,0,2015
0,13,2015
0,11,2015
0,0,2015
0,1,2015
1,12,2015
0,50,2015
1,50,2015
0,4,2015
0,4,2015
1,50,2015
0,6,2015
1,1,2015
0,2,2015
0,1,2015
0,2,2015
0,1,2015
0,0,2015
0,0,2015
0,2,2015
0,55,2015
0,55,2015
1,55,2015
0,8,2015
0,55,2015
0,55,2015
0,55,2015
0,55,2015
0,55,2015
0,55,2015
0,55,2015
0,55,2015
0,55,2015
0,55,2015
1,2,2015
0,55,2015
0,55,2015
0,55,2015
0,55,2015
0,55,2015
0,0,2015
0,55,2015
0,55,2015
1,2,2015
1,55,2015
1,5,2015
1,2,2015
0,55,2015
0,55,2015
0,55,2015
1,55,2015
0,55,2015
0,55,2015
0,55,2015
0,55,2015
0,55,2015
0,7,2015
0,55,2015
0,1,2015
0,18,2015
0,8,2015
1,118,2015
0,7,2015
0,14,2015
1,118,2015
1,118,2015
0,1,2015
0,13,2015
0,0,2015
1,1,2015
0,8,2015
1,15,2015
0,15,2015
0,2,2015
0,4,2015
0,17,2015
0,12,2015
0,17,2015
1,13,2015
1,15,2015
0,119,2015
1,0,2015
1,10,2015
0,15,2015
0,24,2015
1,10,2015
0,15,2015
0,0,2015
1,11,2015
0,11,2015
0,2,2015
0,11,2015
1,11,2015
1,162,2015
0,1,2015
0,11,2015
1,148,2015
0,8,2015
0,4,2015
1,17,2015
0,3,2015
0,10,2015
1,11,2015
0,1,2015
1,12,2015
0,17,2015
0,3,2015
0,11,2015
0,17,2015
0,0,2015
0,3,2015
0,16,2015
0,0,2015
0,15,2015
0,15,2015
1,15,2015
0,16,2015
0,145,2015
1,145,2015
0,145,2015
0,12,2015
0,145,2015
0,145,2015
0,145,2015
0,145,2015
0,145,2015
0,145,2015
0,1,2015
0,145,2015
0,145,2015
0,145,2015
1,145,2015
0,145,2015
0,145,2015
0,145,2015
0,145,2015
0,145,2015
0,145,2015
1,145,2015
0,10,2015
0,145,2015
0,1,2015
0,145,2015
0,145,2015
0,145,2015
0,145,2015
0,0,2015
0,5,2015
1,10,2015
1,149,2015
1,17,2015
1,17,2015
0,0,2015
1,18,2015
0,14,2015
0,0,2015
0,12,2015
0,2,2015
0,2,2015
1,12,2015
1,12,2015
1,12,2015
0,2,2015
1,2,2015
0,2,2015
1,104,2015
1,104,2015
1,104,2015
1,104,2015
1,104,2015
1,104,2015
1,104,2015
1,104,2015
1,104,2015
1,104,2015
1,104,2015
1,104,2015
1,104,2015
1,104,2015
1,104,2015
1,104,2015
1,104,2015
1,104,2015
1,104,2015
1,104,2015
